variant,class_id,metric_name,group,n,dice_mean,hd_mean,hd95_mean,component_count_mean,remote_fp_mean,empty_prediction_rate
srr_task_tempered,4,myops_edema,LGE-only,24,0.9583333333333334,0.0,0.0,0.16666666666666666,0.16666666666666666,0.9583333333333334
srr_task_tempered,4,myops_edema,no_T2_empty_GT,28,0.8571428571428571,0.0,0.0,0.6428571428571429,0.6428571428571429,0.8571428571428571
srr_task_tempered,5,myops_scar,all_cases,44,0.08398902101464265,168.33627155739205,121.66269512529556,97.72727272727273,71.5,0.022727272727272728
srr_task_tempered,5,myops_scar,gt_positive_only,43,0.0859422540614948,168.33627155739205,121.66269512529556,99.18604651162791,72.34883720930233,0.023255813953488372
srr_task_tempered,5,myops_scar,t2_present,16,0.0974752555627136,157.40718057178512,103.58067432076251,14.0,10.1875,0.0625
srr_task_tempered,5,myops_scar,complete_modality,16,0.0974752555627136,157.40718057178512,103.58067432076251,14.0,10.1875,0.0625
srr_task_tempered,5,myops_scar,CenterB,7,0.0626877784223999,144.08233509253395,84.0921482602913,8.285714285714286,3.142857142857143,0.14285714285714285
srr_task_tempered,5,myops_scar,CenterC,9,0.124532182227402,166.29041089128592,116.57302502774333,18.444444444444443,15.666666666666666,0.0
srr_task_tempered,5,myops_scar,C0+LGE,4,0.08982933145450404,153.46822715155255,96.17910877231,56.5,42.5,0.0
srr_task_tempered,5,myops_scar,LGE-only,24,0.07402481290928513,177.0254589741263,136.1494064222519,160.41666666666666,117.20833333333333,0.0
srr_task_tempered,5,myops_scar,no_T2_empty_GT,1,0.0,,,35.0,35.0,0.0
